targetasin,targetvendorcode,classification_code
B000FHF2I8,VOT35,940399100000
B09M4GQVH5,VOT35,950440000000
B0BZX7QSLR,ADPXP,852349200000
B0CQKVGBZZ,HD7R9,950300210000
B003WSWFBY,VOT35,482050000000
B0007PKYRM,VOT35,842489700000
B01M08ERVF,VOT35,761610000011
B0015Z5D9M,VOT35,830610000000
B005QRDCP2,VOT35,392690979018
B084S7P9RB,VOT35,370120000000
B000X1R1WQ,VOT35,820540000000
B07DB6HMHW,VOT35,442199100000
B00004Z2K0,VOT35,820559800019
B0797B4NJP,VOT35,847989979019
B00004OCK0,VOT35,821599109000
B0C4Q9PZ98,VOT35,850870000000
B0B5X4MDJJ,VOT35,950691900000
B07GVYJXXF,VOT35,392640000019
B00C6RGYSC,VOT35,950691900000
B097D5FWHH,VOT35,401150000000
B0773G5GW4,VOT35,630790100019
B0BNJXDT2X,VOT35,950300210000
B0BNJXDT2X,Y07TA,950300210000
B0002563MW,VOT35,391732008000
B084Q3TWXK,VOT35,420292919000
B000JLK5NW,VOT35,732690980019
B08X777PHV,VOT35,420292919000
B00QMSO4OM,VOT35,731829000000
B0BHM5VTJW,VOT35,630790980019
B0009J3RO8,VOT35,732189000000
B004O0DR48,VOT35,950710000000
B0CT5MSJ7P,VOT35,442090990000
B00005AXI0,VOT35,846799002000
B0CWCKTCSF,VOT35,852380900000
B001NXCZVU,VOT35,950790000000
B07GD4YQRC,VOT35,960330100000
B07YYLGNVY,VOT35,961100000000
B094YS6LK8,VOT35,590610000000
B000XPRT42,VOT35,920994000000
B000XPUMZK,VOT35,920994000000
B00SCVNF7E,VOT35,940440900000
B0001CMXGG,VOT35,950662000000
B000K668Y6,VOT35,920994000000
B099FK62WV,VOT35,960329300000
0061116904,VOT35,490199000019
0061116904,UK80D,490199000019
B079ZSFH9Z,VOT35,482010300000
B07X4439Z5,VOT35,392690979018
B0DKZ6PSY1,VOT35,392690979018
B085GB7V2X,VOT35,962000100000
B0018CJNEI,VOT35,392640000019
B08485RZB1,VOT35,482010300000
B01ANF5VTG,VOT35,830629000000
B015UGNU0U,VOT35,950730000000
B0BG21Z971,VOT35,630312000000
B00B50UMQQ,VOT35,950691900000
B074YL4GFR,VOT35,950790000000
B000LNW7IY,VOT35,960340100000
B0057Y11UW,VOT35,961100000000
B078Y5RDJQ,VOT35,420100000000
B001E4F7ZO,VOT35,920999200000
B07WVKRH26,VOT35,950631000000
B00SBBUXGG,VOT35,570220000000
B018E7O2Y0,VOT35,950699900000
B075H3PN4W,VOT35,950730000000
B096T4B6N2,VOT35,950790000000
B001MZVYYS,VOT35,920930000000
B072NDDGCR,VOT35,830630000000
B0BGC8GQT9,VOT35,950300490000
B07MLTQGV5,VOT35,830210000019
B0BX18WCZP,VOT35,820790300000
B0CYD4LWXX,VOT35,950730000000
B0B9T7FDXL,VOT35,940421900000
B019J7CCBO,VOT35,482010300000
B019J7CCBO,XG7UE,482010300000
B08QM5KXVY,VOT35,630790980019
B08QM5KXVY,YL79V,630790980019
B08BWFW13N,YN8BW,852349200000
B07W6B9662,VOT35,630392900019
B001GLZR8M,VOT35,830241100019
B08P1HQ8Q9,VOT35,630492009019
B0002E2WZK,VOT35,820570000000
B01DD6ZRC8,VOT35,540110900000
B00DRZMCHY,VOT35,830241100019
B07Y2PCJ1W,VOT35,630312000000
B07Y2PCJ1W,XQ7OH,630312000000
B078CB5XKF,VOT35,830241100019
B078CB5XKF,BVAT9,830241100019
B00272NC3G,VOT35,848180110000
B0BYJNHTGK,VOT35,392640000019
B0BG9HX356,VOT35,848180190009
B01E0HZ9SG,29A0N,830241100019
B09SPC5FGS,VOT35,630312000000
B09SPC5FGS,CJAUP,630312000000
B084SDXVBD,VOT35,370120000000
B00LDYP7GE,VOT35,950790000000
B0D47S7SQV,VOT35,630260000019
B0B1PHHM12,VOT35,950639900000
B00004YSYM,VOT35,842121000000
B001KQB5V6,VOT35,392630000000
B0CQ56DX77,VOT35,630392900012
B0BQ7P5NSL,VOT35,630790980019
B0CTRVZV9B,HF9HK,830629000000
B0CTRVZV9B,VOT35,830629000000
B0BZQQ23M5,LV7XS,950510900000
B0BZQQ23M5,VOT35,950510900000
B003XEFD9S,VOT35,830241100019
B001R77G2K,P18E2,852349200000
B000002LMM,Y07TA,852349200000
B0000CDLL5,VOT35,852380900000
B0006IQLHM,VOT35,920930000000
B00S2VVQMA,VOT35,920930000000
B0B8QMT429,VOT35,920930000000
B011PLQPP6,VOT35,830630000000
B07QGB21XN,VOT35,391810100012
B0046L57WA,VOT35,681519000000
B07D7V3B8M,VOT35,900590009000
B074YPSTRP,VOT35,950490800000
B00006IEDY,VOT35,847290809011
B008C73SDO,VOT35,480262000000
B007L6D8SM,VOT35,482010900019
B08P3TVSTW,VOT35,392690979018
B00CMKA9HK,LS7O8,482010300000
B00CMKA9HK,VOT35,482010300000
B00QMSWKHU,VOT35,950790000000
B00H7HSE5M,VOT35,830241100019
B083HXLR9K,VOT35,482010300000
B0036DU9H2,VOT35,950790000000
B004PG18CO,VOT35,920999200000
B009E0E7C4,VOT35,820570000000
B0016BYXVE,VOT35,820750300000
B00SKHWA1M,VOT35,940440900000
B07GWTR99Y,VOT35,950669900000
B09VKKMRX8,VOT35,950440000000
B000PW7970,VOT35,920890000000
B0032S2MK8,VOT35,848180110000
B007TAQU44,VOT35,790700009000
B0017T92GQ,VOT35,392329900019
B0CM3YJXZ9,VOT35,460219909000
B000XPSLKS,VOT35,920994000000
0062742868,VOT35,950440000000
B07X4HST1T,VOT35,820420000000
B000FZ2UOY,VOT35,820750900000
B00EDMIK1M,VOT35,830140110000
B0BK8X75BL,OA7ES,392640000019
B0BK8X75BL,VOT35,392640000019
B00BU8OT1C,VOT35,830241100019
B01GLOX2Q2,VOT35,630221000019
B016OHRH26,VOT35,392690979018
B07L71H8PM,VOT35,391990809000
B07VGNLS2Q,VOT35,830629000000
B07CQD6CV1,VOT35,392690979018
B08ZJP3ZC3,VOT35,392690979018
B003M0E0I8,VOT35,392640000019
B084ZX3PVX,VOT35,842482100000
B09RN5GZRC,VOT35,950300210000
B0B7CBF1G2,VOT35,392690979018
B083SJV9LG,VOT35,392640000019
B003CU5GV8,VOT35,540419000000
B00433SC0U,VOT35,820520000011
B0002J6I7S,VOT35,920600000000
B07GRSD3RH,VOT35,940389000000
B00295R232,VOT35,392640000019
B0013U9714,VOT35,848180190009
B071DRHVY5,VOT35,950790000000
B003JZIE4C,VOT35,950790000000
B01I5RIIY4,VOT35,920999200000
B08XS4413V,VOT35,920999700000
B09Z2D3ZH4,VOT35,481420000000
B003YOR2KU,VOT35,560729000000
B08RJVSRG7,VOT35,950790000000
B01G8JGRCG,VOT35,920930000000
0380807343,LM83Z,490199000019
B00810N364,VOT35,900219000000
B0002BG2DQ,VOT35,920994000000
B009KX1LSS,ZK7XL,848180190009
B009KX1LSS,VOT35,848180190009
B01EAQDUZG,VOT35,420100000000
B000BQS5GO,VOT35,820559800019
B0C63RQF38,K07IK,611030990000
B0C63RQF38,VOT35,611030990000
B079STQWBM,VOT35,960910100000
B01MYXLFMK,VOT35,392099909000
B000R80OCY,VOT35,401695000000
B08BT475LG,VOT35,420100000000
B09MT6WBDG,VOT35,940421900000
B00006IF21,VOT35,482030000000
B00099YJ5Y,VOT35,950662000000
B08M1GH4MN,VOT35,950691900000
B07HRL8CKD,VOT35,950730000000
B0BNC6DHP4,VOT35,950440000000
B00590X6SY,VOT35,691090000000
B0BN53RP7K,VOT35,950440000000
B00CHB5CVW,VOT35,920600000000
B000EENEEQ,12ZGJ,920600000000
B000EENEEQ,VOT35,920600000000
B09W7MVSJR,VOT35,950590000000
B08R58DQ4L,VOT35,490900000000
B01NBEV7N6,VOT35,392610000000
B096BWW9L5,VOT35,820890000019
B001FWYBI4,VOT35,920994000000
B0002PBS7C,VOT35,920930000000
B07HHWVG7Q,VOT35,950699900000
B00MBBVVM2,VOT35,830140900000
B003DK2NHW,VOT35,950710000000
B07YYMSKHK,VOT35,490810000000
B000TXXMSK,VOT35,392490000019
B000TXXMSK,YT7LU,392490000019
B071FJS71G,VOT35,392690979018
B09PCBLR78,VOT35,960330900000
B000F66GN4,VOT35,848180190009
B07YLLQMHT,VOT35,950662000000
B008RNS4L4,VOT35,731815880000
B07S85XF3V,5L7AD,490199000019
B07S85XF3V,VOT35,490199000019
B0B1TLBMWV,VOT35,392490000019
B07P3YNG2K,VOT35,420292989000
B0D1ZK8X3X,VOT35,392640000019
B0D1ZK8X3X,6O7J8,392640000019
B0BPDV1J4D,VOT35,830242000019
B0BPDV1J4D,RBIJW,830242000019
B09R8ZFSTX,VOT35,950632000000
B003D7VDXA,VOT35,551110000000
B07FTNTQWM,VOT35,960330900000
B086W4DW4H,VOT35,630392900012
B073QSJCQP,VOT35,630392900012
B08B5Z96X5,VOT35,420100000000
B0798DYNG1,VOT35,920992000000
B000N32048,VOT35,940171000019
B00ESX4TBG,VOT35,940320809000
B00IV7MDMC,VOT35,392640000019
B01I58TDFG,VOT35,442090990000
B0001VNZKU,VOT35,392620000012
B0CWN1JQHT,VOT35,420292919000
B0CWN1JQHT,S881Q,420292919000
B003O3I9JO,VOT35,830250000000
B0CVKM6JZZ,6O7J8,441490000000
B0CVKM6JZZ,VOT35,441490000000
B083SJG98C,VOT35,950300210000
B0758NYN64,IS8JA,630790980019
B0758NYN64,VOT35,630790980019
B01GCKO9Z8,VOT35,392690979018
B0761RRBWG,VOT35,392490000019
B0056QWXIU,VOT35,820551000000
B0056QWXIU,YT7LU,820551000000
B005V374KA,VOT35,392690979018
B00064AZ3C,VOT35,950790000000
B0051BTH1G,VOT35,420100000000
B00006IEXS,VOT35,482030000000
B004WJRAP8,Y07TA,846610380000
B004WJRAP8,VOT35,846610380000
B002C4KOJ4,VOT35,830140190019
B002C4KOJ4,MQ7G4,830140190019
B001FWYBKC,VOT35,920994000000
B00006ICJW,VOT35,821194000000
B00006ICJW,2P7CE,821194000000
B001LDKAVE,VOT35,382499969068
B000I08T4G,VOT35,392520000000
B00GHS2Z4I,VOT35,830230000000
B08ZKPH1HT,VOT35,852380900000
B09HJDMYHX,VOT35,420100000000
B0014J6J7O,44DAY,870829909000
B0014J6J7O,VOT35,870829909000
B0036OQWTU,VOT35,392490000019
B0036OQWTU,C47DU,392490000019
B000YZ7QLC,WX7HQ,392690979018
B000YZ7QLC,VOT35,392690979018
B07XH7718F,KZ7LR,950691900000
B07XH7718F,VOT35,950691900000
B08SGLGFZG,VOT35,630232900000
B077T8HV7Y,VOT35,830241100019
B077T8HV7Y,BVAT9,830241100019
B084GY7BRK,VOT35,392490000019
B0015X5E8E,VOT35,392640000019
B0CB765KKL,VOT35,950730000000
B0002YC34K,VOT35,920999700000
B00X9V6AZ6,VOT35,910221000000
B011XFDMAA,VOT35,950699900000
B01CU724IG,VOT35,392610000000
B07YTDXVX6,VOT35,852349200000
B00SVDJ248,ADPXP,852349200000
B001EL5VZ8,VOT35,580631000000
B0765VYDHJ,VOT35,420100000000
B000KKD3G8,VOT35,950699900000
B0D1Y72W1B,Y07TA,950300490000
B08X13RRCM,VOT35,950790000000
B004LTDN50,VOT35,391723900000
B0067NJLAO,VOT35,392010400000
B0067NJLAO,6N7I1,392010400000
B0043Y8DVW,VOT35,820160000000
B096GCK1M4,VOT35,420292110000
B000WZ2YGQ,VOT35,441700000000
B006WYPAYY,VOT35,820559100000
B00S7ZKLR2,VOT35,442019000000
B005EPRFF4,VOT35,940430000000
B001L1REHY,VOT35,482030000000
B00OLDM7AI,VOT35,950699900000
B0BXPH9YNS,VOT35,660110000000
B002IR1VH4,VOT35,630612000000
B09N9WW8XH,VOT35,630140100000
B002VK9AQW,VOT35,392690979018
B001SGP1I6,VOT35,731819000000
B0BWSKVZF5,VOT35,830250000000
0061997226,VOT35,490199000019
0062499262,UK80D,490199000019
B086JPZNBZ,VOT35,630790980019
B079C88GGR,VOT35,491191000000
B0BNNRNVC8,VOT35,842099000000
B06VVC2N1J,VOT35,850870000000
B003VTZ700,VOT35,830250000000
B0000AV1WR,HG7LD,950790000000
B09334JV47,VOT35,392690979018
B0B69MQF8R,VOT35,920930000000
B00IJ4T7DK,VOT35,830230000000
B00062ZH3C,VOT35,391990809000
B07KJ53QDW,VOT35,401610002900
B01E5BUQ9O,VOT35,848180110000
B00CI50NLG,VOT35,401699970019
B00PRZ3PMS,VOT35,961000000000
B07CT6NCZM,VOT35,820790300000
B004WRRR2G,VOT35,830629000000
B00FPR1ASY,VOT35,950790000000
B08JHFC752,VOT35,630790100019
B08JHFC752,W87G7,630790100019
B01GSMN9WY,VOT35,392112000000
B0B6G9XJ92,Y07TA,950300490000
1786016125,VOT35,490400000000
B00162YKGQ,VOT35,950691900000
0063230550,VOT35,490199000019
B07MH6CWXQ,VOT35,731700809013
B005DO32D0,VOT35,960340100000
B005JERIMU,VOT35,420100000000
B08MQSXFVH,VOT35,420100000000
B09KNWQ9VX,VOT35,950631000000
B07VVMQMK3,VOT35,950669900000
B000HF4VHG,VOT35,901720100000
B01N68UBWW,VOT35,950790000000
B00AYPPVIC,VOT35,852380900000
B00006407M,VOT35,830140900000
B07PPJBQSK,VOT35,732410000000
0008365644,B68D1,490199000019
B01K5GT5F4,057U1,420292989000
B01K5GT5F4,VOT35,420292989000
B0CD9PG1F4,XV7Q1,848180190009
B0CD9PG1F4,VOT35,848180190009
B0004HHM4Q,VOT35,848180190009
B0004HHM4Q,ZK7XL,848180190009
B01JA8E8GY,VOT35,392640000019
B01JA8E8GY,WX7R6,392640000019
B09V5S5JMK,VOT35,392490000019
B09V5S5JMK,IR7KW,392490000019
B0BPD5HGYW,F97GT,950300950000
B0BPD5HGYW,VOT35,950300950000
B079P5D1JY,VOT35,741820000011
B079P5D1JY,SL9PB,741820000011
B08KGQVPGG,CJAUP,630392900012
B006WKZXJU,6T7E3,741820000015
B00OTWQD6A,7T7I3,741533000011
B00OTWQD6A,VOT35,741533000011
B01JA8DT7S,VOT35,392640000019
B01B5D9092,VOT35,731815950011
B09VCRKGCP,VOT35,950659000000
B00IPMUD7A,Q07XO,392690979018
B00IPMUD7A,VOT35,392690979018
B003FYMVXM,J77KN,392690979018
B003FYMVXM,VOT35,392690979018
B00E5S19B2,ZEJGT,940320809000
B00E5S19B2,VOT35,940320809000
B01BPDXKQ6,VOT35,392490000019
B00LDYOE8Q,VOT35,950790000000
B0081XILX6,VOT35,420100000000
B0842Y28LN,VOT35,420100000000
B08KWNLJBH,VOT35,570242000000
B0015BUPPS,VOT35,848180190009
B000W3634M,VOT35,950790000000
B08TRSQZSP,VOT35,920999700000
B0002GL0V0,VOT35,920999700000
B077YBQR5M,VOT35,481420000000
B0CFBLMWS8,VOT35,940440900000
B07KQRSPDJ,VOT35,940440900000
B07XW3BL6R,VOT35,950730000000
B0002D08CA,VOT35,920600000000
B00LDYP822,VOT35,950790000000
B07Z5BNGX4,VOT35,731812900000
B09H4R8164,VOT35,630130900000
B00B4G80WO,VOT35,392590100000
B005X87LRY,VOT35,848190000019
B07HGQDMX4,VOT35,830241500000
B0CM8RVXM8,VOT35,950300950000
B0CM8RVXM8,HD7R9,950300950000
B01BKF4T3C,VOT35,392640000019
B01BKF4T3C,WX7R6,392640000019
B08H6JSXQ2,ADPXP,852349200000
B002R8EAUO,VOT35,852349200000
B0000DD6B9,W17MQ,830250000000
B000Y4EQQG,VOT35,830241100019
B006MOX83E,VOT35,950300300000
B09LZCNQKF,VOT35,950632000000
B00FMQINEM,VOT35,391990809000
B007WAK63M,VOT35,420100000000
B0032JSQKC,VOT35,848180110000
B000TFCN0Q,VOT35,848180110000
B001UKPUZO,VOT35,392640000019
B000L8EKHA,VOT35,960330900000
B01M5EP73E,VOT35,570390800000
B00YJKZEDU,VOT35,420100000000
B00GD9F7GE,VOT35,420100000000
B015KEBDRE,VOT35,950699900000
B07H41KBHF,VOT35,950710000000
B016UPR6IM,VOT35,950699900000
B08BQSCG2D,VOT35,950730000000
B001H31DHI,VOT35,950790000000
B0C76Q88ZT,VOT35,920994000000
B0026NAOGE,VOT35,482190100000
B088TFYKHP,VOT35,848180190009
B088TFYKHP,53C6E,848180190009
B091FZNFBJ,VOT35,630140100000
B0CNS8PGJR,VOT35,442090990000
B0030BEPZM,VOT35,560900000000
B0793N86R1,VOT35,630391000020
B07D6K64B8,VOT35,848180110000
B07VPKR5FL,VOT35,630392900012
B000DZGLVY,VOT35,871495000000
B008X0VRZQ,VOT35,848180110000
B008X0VRZQ,6T7E3,848180110000
B0BZJX2BQ4,6T7E3,848180110000
B0BZJX2BQ4,VOT35,848180110000
B0CF7N8KQT,BQ7WX,560900000000
B0CF7N8KQT,VOT35,560900000000
B0B76JVWBJ,VOT35,391810900011
B09MV3FW6R,VOT35,830242000019
B003FYLGLK,VOT35,741820000011
B0BX769K6F,FN7E2,482010300000
B0BX769K6F,VOT35,482010300000
B07TMHG9DD,VOT35,732690980019
B07TMHG9DD,FT7K7,732690980019
1035414503,VOT35,490199000019
B00000IN4K,Y07TA,852349200000
B0CFQH8ZT7,VOT35,630392900012
B08F9JRDSY,VOT35,962000100000
B01ALSRSB4,VOT35,950590000000
B07M7QM7ZY,VOT35,848180190009
B07M7QM7ZY,ZK7XL,848180190009
B01586FXT8,VOT35,732690300000
B003X32EGE,ZK7XL,848180190009
B003X32EGE,VOT35,848180190009
B0015E88TK,VOT35,848180190009
B07BHBRHR4,VOT35,482020000000
B09Y83GWRF,VOT35,420292919000
1477085092,VOT35,482010300000
B00004Y8D5,VOT35,830110000019
B0CCKPXZWG,VOT35,392690979018
B09SFFDT8V,VOT35,491199009000
B00BSXLDP4,VOT35,848180110000
B08NFGX68H,VOT35,570390800000
B00WBBGLHW,VOT35,420100000000
B014IE86FE,VOT35,420100000000
B0002E1GSY,VOT35,920999700000
B06XTS2GD8,VOT35,482030000000
B0014EAD08,VOT35,482050000000
B09M3V42H3,W67VU,490900000000
B0C4BYP1WH,VOT35,660110000000
B002HODFGS,VOT35,660200000000
B00SNEOSN0,VOT35,680510000000
B00405XN6O,VOT35,830140110000
B00405XN6O,8Z790,830140110000
B00JJ86R24,VOT35,848180190009
B00CTHSV4O,VOT35,830140190019
B01G8UOANI,VOT35,630140100000
B01BKRYIZ4,VOT35,420100000000
B00002N7WI,VOT35,820559100000
B01M6V0NNA,VOT35,950790000000
B00004Z4E9,6N7I1,392690979018
B00004Z4E9,VOT35,392690979018
B007BKLB8C,VOT35,821300001019
B00P63GULE,VOT35,392690979018
B002HRR3JU,VOT35,830250000000
B000RW4B4M,VOT35,920994000000
B0817D3QS8,VOT35,441490000000
B01BPDY0HE,VOT35,392490000013
B0000AV1QE,VOT35,950790000000
B003S4COY0,VOT35,960910100000
B09MDVQ9BB,VOT35,630392900012
B0BXYWXXYZ,VOT35,960390990000
B001CD159E,VOT35,420212500000
B01G5WNO2M,VOT35,820551000000
B007QTCPMY,VOT35,920994000000
B0009H5NKQ,VOT35,820790990000
B001L1RFQO,VOT35,482030000000
B01LYFT9OK,VOT35,482030000000
B08X11C31K,VOT35,950730000000
B003BY7FOG,VOT35,950730000000
B07BSSHZD2,VOT35,950440000000
B0BFTNW4D4,VOT35,950611210000
B07DPBZ8MD,VOT35,630612000000
B07WP8CMR5,VOT35,871495000000
B005ESPOGS,VOT35,842139259000
B0197I4N8U,VOT35,950691900000
B08PJ3DWN7,VOT35,630392900012
B08PJ3DWN7,CJAUP,630392900012
B003A02P5U,VOT35,920999700000
B003A02P5U,PL7IP,920999700000
B00KQ31IRA,VOT35,852349200000
B0CQMKSNZT,Y07TA,482010900019
B0CQMKSNZT,VOT35,482010900019
B0CQMKSNZT,2K7F5,482010900019
B0CKSVV7BQ,VOT35,392329900019
B07JHWJ6W8,HC86V,420212500000
B07JHWJ6W8,VOT35,420212500000
B0D9HNCRBG,VOT35,392690979018
B0004AKNJ4,ZK7XL,830250000000
B000COE9DI,ZK7XL,848180110000
B000COE9DI,VOT35,848180110000
B0721C4SD3,VOT35,630222900000
B000LF5VSK,VOT35,960390990000
B00006JN7U,VOT35,482010300000
B07YMZZ7MJ,VOT35,391890000000
B01LZFTS5D,VOT35,820420000000
B00002NB5I,VOT35,392690979018
B07QMTLG6R,VOT35,940320809000
B09ZQNKK78,VOT35,842139259000
B00P2XZIP2,VOT35,848180190012
B0002E1O4U,VOT35,920930000000
B078K3YWN3,Y07TA,950300210000
B078K3YWN3,VOT35,950300210000
B07H1567BF,VOT35,848180110000
B0054Y3YSC,VOT35,848180190009
B0BLT43HS8,VOT35,960330900000
B000LNRX4C,VOT35,960390990000
B07K2SQMY5,VOT35,570242000000
B00FFEJVB0,VOT35,820160000000
B09484BQBJ,VOT35,420212500000
B0002E1P0I,VOT35,920999200000
B0BMHKGZ4H,VOT35,950632000000
B01L1DJN9S,VOT35,950699900000
B016Q51YYS,VOT35,950590000000
B08C1VSNVK,VOT35,490900000000
B07DPJ14XZ,VOT35,490900000000
B01N295WAZ,VOT35,848180190009
B088KXNCWN,VOT35,392690979018
B00008Y0S5,VOT35,900219000000
B076ZYXZT4,6N7I1,392590100000
B076ZYXZT4,VOT35,392590100000
B00J0FY47Q,VOT35,491199009000
B08X2ZQ9WG,VOT35,491199009000
B0B5WF49R1,XQ7OH,630392900012
B0B5WF49R1,VOT35,630392900012
B082KBLT62,VOT35,820570000000
B074SPBJR8,VOT35,761699100000
B01LXWOBFG,VOT35,820590900000
B0DGZP2M3F,VOT35,848180110000
B0BFVYNQ76,VOT35,392610000000
0062338129,LM83Z,490199000019
B003YJ0DJW,VOT35,930599009019
B077S5SB6L,VOT35,950440000000
B01K20OOXG,VOT35,830250000000
B001445EOS,VOT35,392220000019
B079JDQKTY,VOT35,950699900000
B002AKJTZK,VOT35,482030000000
B08DPWNNXW,VOT35,630710100000
B008TPHHS6,VOT35,482010300000
B001447RBQ,VOT35,950790000000
0007275684,B68D1,490199000019
B07WGJC6X7,VOT35,848180110000
B00002N8YP,VOT35,960330900000
B08LNXB95C,VOT35,570242000000
B08CLSNN25,VOT35,570242000000
B09L46F32F,VOT35,590610000000
B00EV9MW3E,VOT35,820420000000
B00E1LDHV8,VOT35,920994000000
B096BSXB63,VOT35,820790990000
B002HFJCXM,VOT35,482020000000
B00076W1FY,VOT35,920930000000
B0002Z1H96,VOT35,848180810000
B07XLNPZNW,VOT35,420292989000
B002AN6STC,VOT35,420100000000
B000DILOWW,7S7TD,820790990000
B000DILOWW,VOT35,820790990000
B01ISS7SCI,VOT35,848180190009
B01ISS7SCI,Z27QO,848180190009
B082VWXBSZ,VOT35,848180190009
B082VWXBSZ,ZK7XL,848180190009
B07YH2YFSB,VOT35,420292110000
B0D43W2CXJ,C17Q1,848180190009
B07DM3947Z,YN8BW,852349200000
B0B484W77Y,VOT35,848180110000
B0BB4ZSGB9,VOT35,630392900012
B09463C4VW,VOT35,482020000000
B0002LD1HG,VOT35,392610000000
B079JN1DSK,VOT35,731815950011
B00FOMI70E,37EA7,848180190009
B0051YLSZG,VOT35,820540000000
B0759J2NF9,VOT35,630790100019
B0759J2NF9,W87G7,630790100019
B013UNVAG6,VOT35,820570000000
B01IN60KCA,VOT35,950699900000
B005TOVZSS,VOT35,940440900000
B08VJKVPD6,VOT35,920930000000
B073BMWCCN,VOT35,940440900000
B08KD1M8DZ,VOT35,392690979018
B08SJ6DPBS,VOT35,950440000000
B08CCG96FQ,VOT35,420100000000
B00TO8X0OM,VOT35,681519000000
B00WIFN79Q,VOT35,392490000019
B077KYH6DN,VOT35,630312000000
B071NV9KH2,VOT35,830400000000
B07Q8VBQWW,VOT35,950730000000
B071YNGF6W,VOT35,830210000019
B00F91QLT4,QC824,482390859900
B00F91QLT4,VOT35,482390859900
B0C83QGYT1,VOT35,392640000019
B0006VAM5G,FN7UL,761010000019
B0006VAM5G,VOT35,761010000019
B07MSVWWNK,VOT35,960340100000
B00CZ4TCNK,VOT35,420100000000
B0748PTXVF,VOT35,630210000000
B073R62C3Q,VOT35,940440900000
B073RJZD7V,VOT35,940440900000
B071VSYKDD,VOT35,482020000000
B00LDYMB04,VOT35,950790000000
B001EQDAQ0,VOT35,691010000000
B00M7LCXY6,KZ7RY,630622000000
B00M7LCXY6,VOT35,630622000000
B005ZDTBE8,VOT35,820320000011
B07RP43W5Y,VOT35,491000000000
B0BYKTTRQL,VOT35,950659000000
B00H7HSVIW,VOT35,830241900000
B08M455M22,VOT35,960390919019
B00724YM7E,VOT35,732690980019
B00724YM7E,12ZGJ,732690980019
B000F69NB6,VOT35,848180110000
B000F69NB6,ZK7XL,848180110000
B0CXL1Y4C1,VOT35,741220000011
B07LGB7K9D,VOT35,871680009018
B000OD152K,VOT35,830210000019
B06XP38X7F,VOT35,611430000011
B008B8OY96,7A7K1,848180190009
B008B8OY96,VOT35,848180190009
B005A20ROM,YT7LU,392410000029
B005A20ROM,VOT35,392410000029
B07M8F7HLJ,VOT35,910221000000
B0B435DK4Z,VOT35,700719800022
B00GX3ZM92,VOT35,482050000000
B0BRM7P85Z,VOT35,830630000000
B008WES742,Q07XO,732690980019
B008WES742,VOT35,732690980019
B00H7HSP8S,VOT35,830140190019
B00H7HSP8S,EG84X,830140190019
B0CZS3J6GQ,VOT35,392690979018
B002CZOQXS,ZK7XL,848180190009
B002CZOQXS,VOT35,848180190009
B07SMLHZFK,VOT35,630392900012
B0CT5W46GC,Y07TA,852380900000
B0CT5W46GC,VOT35,852380900000
B079DNT4WW,VOT35,830241100019
B00A80SCRU,P18E2,852349200000
B002T4ZNDE,EG84X,830241100019
B00FKVP2T8,VOT35,852349200000
B008OJ7KDY,Q07XO,901910900019
B008OJ7KDY,VOT35,901910900019
B0D2JFD4H4,VOT35,392690979018
B00271D0T8,ZK7XL,848190000019
B00271D0T8,VOT35,848190000019
B08YMVZ8P3,KC7KO,950300950000
B08YMVZ8P3,VOT35,950300950000
B0002D09YM,VOT35,920999200000
B09D2Q8YQ3,VOT35,392690979018
0060256710,VOT35,490199000019
B06XHRCWN9,VOT35,848180110000
B0007KIGE0,YN8BW,852349200000
B0000AV1TL,VOT35,950790000000
B075V7X5XD,VOT35,420100000000
B09W7BHWPV,VOT35,940440900000
B00Z6M1W22,VOT35,490590000000
B000GBILPO,VOT35,950699900000
B07KR9HSBJ,VOT35,920590900000
B007XP8RCI,VOT35,950790000000
B0CJ43VRT7,VOT35,950631000000
B0BCGSWBDK,VOT35,848180110000
B09YMR7M8F,VOT35,630392900012
B001I3F8K0,VOT35,842489700000
B005E0385A,VOT35,420100000000
B01B82BRI2,VOT35,420100000000
B073HTDXCD,VOT35,820790300000
B01LPRQ4WE,VOT35,482050000000
B0BG98L5F4,VOT35,950631000000
B08BMV7ZGY,VOT35,950659000000
B0CH353LP6,VOT35,950659000000
B01ICBQLPG,VOT35,950691900000
B01MZ54ZA0,VOT35,901720390000
B078H66F88,VOT35,560900000000
B00611Y530,VOT35,950699900000
B096GB62PH,VOT35,950710000000
B0BXQ14TSF,VOT35,950440000000
B0CK3R5B22,VOT35,950490800000
B0096M07CE,VOT35,630612000000
B01HPRM8MI,VOT35,630312000000
B004TW89WG,VOT35,732690600000
B0CJ3B8DXP,VOT35,950699900000
B00DVM3LOQ,VOT35,848190000019
B000I1PJPW,VOT35,392690979018
B000I1PJPW,XE7D8,392690979018
B08LKQDKCB,VOT35,830241500000
B01MG65C24,VOT35,391910809000
B07DH88MYD,VOT35,491199009000
B00HFBWHDK,Q07XO,901910900019
B00HFBWHDK,VOT35,901910900019
B00453UJMM,VOT35,830249000000
B0134A0FZW,9D7CA,848180190009
B0134A0FZW,VOT35,848180190009
B07B7X8QPH,VOT35,820540000000
B0BG21Y4Q9,WK7SI,630312000000
B0BG21Y4Q9,VOT35,630312000000
B0B5W25BVQ,VOT35,950590000000
