targetasin,targetvendorcode,classification_code
B002OHFTGC,VOT35,950699900000
B00004RA8E,VOT35,820240000000
0008131996,VOT35,490199000019
B07GTDGPKF,VOT35,760711900000
B07NTYBBDF,VOT35,950691900000
B00006IBQ5,VOT35,482190900000
B003FO7ANS,VOT35,842420000000
B01JA8EJFE,VOT35,392640000019
B01JA8EJFE,WX7R6,392640000019
B076VZHB58,VOT35,392690979018
B00VIPQPXC,VOT35,482010300000
B000HHQ2I0,VOT35,732620000000
B00AK9EYDA,VOT35,560900000000
B00AK9EYDA,4J8GN,560900000000
B06W2N4VRM,VOT35,630622000000
B07KT8PRQL,VOT35,392610000000
B0002DUVJ0,VOT35,920930000000
B086MF1WLQ,VOT35,950662000000
B000X6OY8K,VOT35,391910809000
B000X6OY8K,LS7O8,391910809000
B074F31928,VOT35,630790980019
B004HEDGLU,VOT35,852349200000
B07NMMP83D,VOT35,852349200000
B0C5ZD5G33,YN8BW,852349200000
B004KKXA58,VOT35,392690979018
B01H8IK3SK,VOT35,420100000000
B01M4FDRHD,NPB3U,950510900000
B01M4FDRHD,VOT35,950510900000
B0002M3OVI,VOT35,851810000000
B00D8M7UGY,VOT35,630790980019
B077KFN7SY,VOT35,650500300000
B000OYKBKQ,VOT35,950790000000
B000P69NCA,VOT35,460219909000
B004T3KFMM,VOT35,830241100019
B08SBL9X7Q,VOT35,570390800000
B07B35N55X,VOT35,570242000000
B0035FZMTG,VOT35,920999200000
B001FOPZG4,VOT35,820790990000
B08DDFB1Z5,VOT35,940421900000
B07DF1QVBP,VOT35,490900000000
B00A8CCCS8,VOT35,950691900000
B07K54RZ8Q,VOT35,950790000000
B07VZZPNRC,VOT35,630222900000
B07VZZPNRC,BBUOF,630222900000
B09K9Y924S,VOT35,848180110000
B082XM3BD1,VOT35,630392900012
B003H49JJO,8Z790,830241100019
B003H49JJO,VOT35,830241100019
B00MPGM3B6,VOT35,401699970019
B005HN1L94,VOT35,820551000000
B01E0DXAFO,VOT35,420100000000
B0B64H1BNB,VOT35,950629000000
B001RN5HBQ,VOT35,830241100019
1957311495,VOT35,490199000019
1957311495,T47JE,490199000019
B09HJM38ZC,VOT35,420100000000
B00AK104WS,VOT35,741810900011
B0D7D4LG82,VOT35,901910900019
B0026ZPY5S,VOT35,848180190009
B07ZJXMSPR,VOT35,871499900019
B09PD76TD2,VOT35,820559800019
B01M19O0H1,4Z7GB,940320809000
B01M19O0H1,VOT35,940320809000
B003981LGW,VOT35,482020000000
B09B1CGLFN,UC7OS,848180190009
B09B1CGLFN,VOT35,848180190009
B01B3FEQUK,VOT35,848180110000
B08PW7HYX6,LY7KS,482390859900
B08PW7HYX6,VOT35,482390859900
B000P58UXO,VOT35,392114000000
B0B23Q27N3,KC7KO,950300950000
B0B23Q27N3,VOT35,950300950000
B0CBC34XVC,VOT35,741980909000
B00000DGUM,VOT35,852349200000
B0CQ53HWLT,VOT35,630392900012
B07VXRK883,VOT35,630392900012
B00HSDTQLQ,VOT35,392690979018
B07Y5V9J47,VOT35,630253900000
B07XLH44C5,VOT35,950691900000
B0D3KTT41G,VOT35,950300490000
B0BMW7CK5C,VOT35,391990809000
B0BMW7CK5C,AA6UU,391990809000
B00M3F0BPO,VOT35,820559100000
B07FBBQK7N,VOT35,482020000000
B0031M5RE8,VOT35,842420000000
B0031M5RE8,Y07TA,842420000000
B085CS2PNL,VOT35,820540000000
B07TKJW8WT,VOT35,391890000000
B085Z1SRJH,VOT35,950631000000
B074B3ZWMH,VOT35,820559800019
B000Y8YPVI,VOT35,960390919019
B00FB6N4VA,VOT35,830241500000
B002YKBDO6,VOT35,820790300000
B07GYXQNMS,VOT35,391990809000
B083F7KJGN,VOT35,920994000000
B07CTDBX73,VOT35,482050000000
B07DJZVH3B,VOT35,630221000019
B0CBYW48ZY,VOT35,392690979018
B0C3WNPKJ8,VOT35,950300210000
B0C3WNPKJ8,HD7R9,950300210000
B003WSX22K,VOT35,482050000000
B0087R7PLU,VOT35,848180190009
B01G62AWIU,VOT35,420100000000
B08NTPSDDV,VOT35,920994000000
B085M3BLBP,VOT35,820730900000
B0C4G4GS9T,VOT35,490900000000
B001TZCYSQ,VOT35,950669900000
B01MF5DH64,VOT35,950790000000
B0CHZ45SY6,VOT35,950490800000
B0CHZ45SY6,Y07TA,950490800000
B0CHZ45SY6,T47JE,950490800000
B07M6BNFCZ,VOT35,820790300000
B09GL92ZFK,VOT35,680530000000
B01N9YFBNV,VOT35,848180110000
B07JVKYCQL,VOT35,940320809000
B07CQD7B16,ZK7XL,848180190009
B07CQD7B16,VOT35,848180190009
B0CSTC88BL,VOT35,950510900000
B00006JNN8,LS7O8,482010300000
B0F1NJQ8FR,VOT35,490900000000
B018IO5CCU,FM7TP,848180110000
B07Q41Z4YP,24ALS,630392900012
B00M885N5O,VOT35,853890990000
B00C7645OM,VOT35,691200830000
147706463X,VOT35,482010300000
B09Q8MR1ZG,VOT35,940320809000
B008GQ6UUO,VOT35,950730000000
0063032600,VOT35,490199000019
B0D61C2L6X,VOT35,950699900000
B0006OKHBW,VOT35,392690979018
B0BCX8ZHHF,O47G7,940320809000
B0BCX8ZHHF,VOT35,940320809000
B09D5MDTVR,VOT35,392690979018
B004HSBK3M,VOT35,842131009000
B0CMDRBCVL,VOT35,950590000000
B005G2YP6M,VOT35,420212919000
B091V9QP6Z,VOT35,611120900000
B07W62G35M,VOT35,392112000000
B01LYZFC8E,VOT35,420100000000
B0BJ15Q8JD,VOT35,950631000000
B0015NFH86,VOT35,950730000000
B0CJD73FJV,VOT35,920930000000
B004UERFN2,Y07TA,950590000000
B0002YUQ6C,VOT35,392690979018
B006MOWXYO,VOT35,630790980019
B074V71L4Y,VOT35,392590100000
B01ICT6H1G,18EXY,830242000019
B01ICT6H1G,VOT35,830242000019
B0DX44ZZRK,LS7O8,482010300000
B003D7LCTU,Y27EL,630790980019
B003D7LCTU,VOT35,630790980019
B07GRVVZXY,ADPXP,852349200000
1477017763,VOT35,482010300000
B0DD1Q8B3Q,VOT35,830140110000
B076C3NXCM,24ALS,630392900012
B004H4WWBU,VOT35,732119000000
B000225PA6,VOT35,700992000000
B00858Q2TC,VOT35,442019000000
B007KL60GK,VOT35,830629000000
B0BS1PDDJ1,VOT35,392490000019
B08Q3VZX9X,VOT35,842139259000
B0C24VF5ZX,VOT35,852380900000
B08B5JZQSJ,VOT35,940440100000
B0083BGIT0,VOT35,392690979018
B0083BGIT0,Q07XO,392690979018
B0C2R9TKVM,VOT35,830241500000
B07YSX7BN4,VOT35,950790000000
B001R01WM2,VOT35,420100000000
B0B5WDNDK9,VOT35,630392900012
B00WSUX7SC,VOT35,846630000000
B07YP3H68Z,VOT35,630312000000
B07YP3H68Z,XQ7OH,630312000000
B014UX6TZ2,VOT35,950790000000
B0BW18ZDXG,VOT35,820559800019
B00725BUIM,VOT35,820540000000
B0B8F4N3GW,VOT35,851810000000
B001NXCY6Q,VOT35,950790000000
B0BW14P5ZT,LS7O8,482010300000
B07PCYWDY9,VOT35,820730900000
B000WJIDC6,VOT35,811229000000
B00DT0OOPK,VOT35,820520000011
B0000AXY44,HG7LD,950790000000
B01N0XO4QY,VOT35,950629000000
B01BIW007Q,AA6UT,820600000000
B08DDDMVV8,VOT35,950790000000
B0CLWHC63C,VOT35,950790000000
B001KYVOJQ,VOT35,960330900000
B09QD6LJC8,VOT35,570220000000
B01N0L4NEA,VOT35,392610000000
B07N9KGNGP,VOT35,441490000000
B096G9QM88,VOT35,950730000000
B001BAJO4Q,VOT35,420292989000
B0CRM9ZNZK,VOT35,630392900012
B0CQ54TFNK,VOT35,630392900012
B0DSLTXNX9,VOT35,920930000000
B09L5328X2,VOT35,392290009019
B07L1TTQP1,VOT35,848180190009
B0001P155S,3F7IT,821420000019
B0001P155S,VOT35,821420000019
B06XGWQNS5,VOT35,950300210000
B08226ZF7R,8R7GY,630392900012
B08226ZF7R,VOT35,630392900012
B00J4TBMVO,VOT35,920930000000
B095KTXG5B,VOT35,732490000019
B072LQV3NY,VOT35,491191000000
B01C60CAE0,VOT35,392490000019
B01C60CAE0,6N7I1,392490000019
B0089M48K4,VOT35,481820990000
B01JC0G606,VOT35,950699900000
B0831W2FHW,VOT35,920994000000
B09XFSSFQH,VOT35,950699900000
B00525C3IU,VOT35,940320809000
B00GYT5128,VOT35,847989979019
B07YBWFSP3,VOT35,442090990000
B082VWP51J,VOT35,392690979018
B01MSIILOW,VOT35,961100000000
B000B4IWN2,VOT35,400811000000
B07Q4QW2MF,VOT35,420100000000
B082DY8B5B,VOT35,420292110000
B00GXKT7QE,VOT35,920994000000
B0002CZWKY,VOT35,920999700000
B07624SPLP,VOT35,482030000000
B00KXO8FP0,VOT35,950632000000
B0872G3R6W,VOT35,950691900000
B0BY8P36LJ,VOT35,950699900000
B011LVFGUA,VOT35,950730000000
B08BRN7481,VOT35,630312000000
B075RXF6N9,VOT35,630312000000
B07YXPSQ97,VOT35,940440900000
B07YXPSQ97,U17QS,940440900000
B006YNENQO,VOT35,848180190012
B005G1YCHK,6C7X0,580632100011
B005G1YCHK,VOT35,580632100011
B0DFWFNSWS,VOT35,700991009000
B0BSLYMVTX,VOT35,490900000000
B012TUTM1Q,P17MK,392640000019
B016C57VTY,YN8BW,852349200000
B0044FEZDK,YN8BW,852349200000
B082PQ2Z3D,VOT35,852349200000
B0002YYM80,VOT35,820320000011
B003RGFEUA,VOT35,848180190009
B008GQ6VTO,VOT35,950730000000
B08LQVD6ZR,VOT35,850519900000
B012HFJT5C,VOT35,731813000000
B07XLVL3M8,VOT35,482010300000
B09STVZDGM,VOT35,681599000000
B07JC43D2P,VOT35,950691900000
B08R59H765,XO7KT,848180110000
B08R59H765,VOT35,848180110000
B001JEPX6C,VOT35,392590100000
B00BYO3WHO,VOT35,442019000000
B000UWNVK4,VOT35,950691900000
B096G98GSZ,VOT35,950710000000
B002SW37A8,VOT35,920600000000
B00LAETGL4,VOT35,830241900000
B08L5Q188P,VOT35,830241500000
B001927JN4,VOT35,732690980019
B003XXUYZ2,VOT35,820790300000
B094YW6LB7,VOT35,392610000000
B00433SC0A,VOT35,820520000011
B07CRGKD53,VOT35,842139259000
B07CRGKD53,HG7OC,842139259000
B0000AQOJB,VOT35,392690979018
B081TLKL5N,VOT35,842489700000
B001U3ZY2U,VOT35,900220000000
B085K1H5CW,VOT35,630790100019
B012FVLNLQ,VOT35,630790100019
B00AGZ7BPG,ZK7XL,848180190009
B00AGZ7BPG,VOT35,848180190009
B000MMZ5XS,VOT35,950790000000
8883705629,VOT35,482010900019
B07MB7SW21,WK7SI,630312000000
B07MB7SW21,VOT35,630312000000
B0BSG6H9D5,VOT35,950632000000
B001BAYHX4,VOT35,853810000000
B001POK532,VOT35,848180110000
B08BX6HGBT,VOT35,950300490000
B007HXINDO,VOT35,920930000000
B071DFM3PS,VOT35,920999700000
B098KPXR41,BC7HQ,441490000000
B098KPXR41,VOT35,441490000000
B001TA3QKG,VOT35,848180190009
B001TA3QKG,ZK7XL,848180190009
B07FKBGCMX,VOT35,848180190009
B091WKKZRH,8Z790,830140110000
B091WKKZRH,VOT35,830140110000
B005N0FQZG,VOT35,848180190009
B005N0FQZG,UG7YC,848180190009
B01KA4MSZK,VOT35,852349200000
B076FNFP9X,YN8BW,852349200000
B097TT6C5Z,VOT35,950662000000
B0CFYQLT7X,VOT35,830630000000
1472852672,VOT35,950490800000
B00CRQ3606,CV82N,630790980019
B00CRQ3606,VOT35,630790980019
B0DQVTV8J7,VOT35,391990809000
B00K54RBUS,VOT35,830140190019
B01FJVERBC,VOT35,680530000000
B0BXS3NLWV,VOT35,670210000011
B01LN2KAPI,VOT35,940290000021
B00KC0MU7E,VOT35,392640000011
B000IKPSE0,VOT35,960340100000
B000IKPSE0,5T7XL,960340100000
B07VSR9GJJ,VOT35,392640000019
B072HTHJSD,VOT35,841869009919
B077V135W7,VOT35,392112000000
B079VD5SHR,VOT35,852380900000
B07K9D49FW,VOT35,950699900000
B00000J00L,VOT35,950490800000
B001UMQHH2,VOT35,741820000011
B001PKNHAO,VOT35,920999700000
B0BJW44HSZ,VOT35,630140100000
B000ALE47O,VOT35,540419000000
B000MCGEZG,VOT35,392690979018
B00K7DH22E,VOT35,630790980019
B077Y8DMKT,VOT35,830241100019
B077Y8DMKT,8Z790,830241100019
B07R89XMJN,VOT35,392610000000
B01AHV5HTA,VOT35,392690979018
B01AHV5HTA,AY6RC,392690979018
B082XMJR55,VOT35,630392900012
B00VKZVPOY,VOT35,852349200000
B00F0JGA6E,VOT35,852349200000
B09BNXS76V,VOT35,630392900012
B002O2MCMG,AI7MF,852349200000
B00P33T1KY,GBEFM,950490800000
B00P33T1KY,VOT35,950490800000
B0CQTDSKVR,VOT35,940320809000
B017NGEJ3W,QJ8CG,901910900019
B017NGEJ3W,VOT35,901910900019
B00OI297FA,VOT35,560900000000
B0CL5JBH7K,VOT35,830210000019
B07NJP4KBJ,VOT35,630312000000
B0CJLTHGPZ,VOT35,630392900019
B0CH2SCBBL,VOT35,940320809000
B003QCJX34,VOT35,630391000020
B00FOMIAN8,VOT35,848180110000
B07BHZFK72,6T7E3,848180110000
B07BHZFK72,VOT35,848180110000
B00S8THTEU,VOT35,680520000000
B005HG5OT4,VOT35,950691900000
B00K3K8TKA,VOT35,851890009000
B000T04DB8,VOT35,420212500000
B07V3NXP88,VOT35,820570000000
B004JJ6ME6,VOT35,920999700000
B09DRGVMXY,VOT35,950631000000
B083T6PLVZ,VOT35,950639900000
B0007MVL5O,VOT35,570242000000
B0CB76LQLT,VOT35,950730000000
B07XW2WGG9,VOT35,950730000000
B013RYTIAI,VOT35,950790000000
B085BZ3WNX,VOT35,920590900000
B01N32V8U3,VOT35,920600000000
B01LVYOHTW,VOT35,630293900000
B0BJ7MB62K,VOT35,848190000019
B003TV3NL0,VOT35,392690979018
B00BNQR44K,VOT35,820520000011
B003W92XHY,VOT35,731812900000
B001F0IUNI,VOT35,848180110000
1477088938,HQ7W6,482010900019
1477088938,VOT35,482010900019
B07V39LV6J,VOT35,630790980019
B072WPRXP6,VOT35,490890000000
B00422MQ5Y,AA6UU,391990809000
B00422MQ5Y,VOT35,391990809000
B0CPB9MMVJ,VOT35,482010900019
B01N6LEAEZ,VOT35,700992000000
B0725KKX68,VOT35,420100000000
B0D68CJTLB,VOT35,420292919000
B008CXGYKC,VOT35,950790000000
B0039N6CHK,VOT35,960390990000
B0768HRP8L,VOT35,570242000000
B071KP41TV,UM7RG,820240000000
B071KP41TV,VOT35,820240000000
B07FRJTZ5C,VOT35,401691000000
B07N6ZQ15N,VOT35,420100000000
B001PGXK5U,VOT35,920992000000
B0BK242XBH,VOT35,940440900000
B0C386VJ4D,VOT35,950669900000
B08D3YGMTJ,VOT35,950699900000
B0734376QG,VOT35,691010000000
B09M67G2YP,VOT35,871495000000
0876853629,VOT35,490199000019
B0BGYL46PC,VOT35,830242000019
B0BGYL46PC,2A7IR,830242000019
B0C386Q99R,KK7X4,950659000000
B0C386Q99R,VOT35,950659000000
B00ERH1416,VOT35,852349200000
B000UEKJPM,VOT35,420100000000
B01AUS8BIO,VOT35,848180110000
B093B6J7BB,VOT35,852380900000
B00FMSEUP6,VOT35,392640000019
B0CP9SR4KY,VOT35,950631000000
B0CT94HLKR,VOT35,491199009000
B00F544LUG,VOT35,491191000000
B0BG22JHCS,WK7SI,630392900012
B0BG22JHCS,VOT35,630392900012
B06XYFZMVR,VOT35,820790300000
B00ZCW57U4,VOT35,630221000019
B0CRRZMHFG,VOT35,392490000019
B09X524YTZ,JW8UV,901910900019
B09X524YTZ,VOT35,901910900019
B01M612J4G,VOT35,630312000000
B01M612J4G,24ALS,630312000000
B0CGW11LQK,XQ7OH,630312000000
B0CGW11LQK,VOT35,630312000000
B008B8OQ26,7A7K1,848180190009
B000O10E4C,VOT35,950699900000
B0007ZEHWA,VOT35,852380900000
B00UJ9LHF4,VOT35,920994000000
B071FV8ZLB,VOT35,950440000000
B00FVUZ63A,VOT35,830140110000
B071DFG4G1,VOT35,482030000000
B00FFG9SI4,VOT35,392640000019
B09M5XXQ14,VOT35,391990809000
B0C7Y6DC4S,VOT35,950691100000
B07BS45TK7,VOT35,920600000000
B07PT3CZ7Q,VOT35,460211009000
B016MNP8FU,89BT8,630790980019
B016MNP8FU,VOT35,630790980019
B0CTR8FBJR,VOT35,391990809000
B00FB6MG4Q,VOT35,830241900000
0007217870,VOT35,490199000019
B014UX3I1A,VOT35,950790000000
B07ZJH8PVV,VOT35,950300690000
B00GNA18M0,VOT35,392610000000
B01N0UP5UY,VOT35,481190009019
B0744H5QKF,VOT35,940430000000
B08WDZNQZ5,VOT35,950699900000
B074F2WK8K,VOT35,630790980019
B009FXNHBW,VOT35,830630000000
B000COX0MY,VOT35,731829000000
B01LYH5DVD,VOT35,950691900000
B082XLLB53,VOT35,630392900012
B00290LG5C,VOT35,390799800000
B0B61S6MHV,VOT35,848180110000
B00LDYQEZW,VOT35,950790000000
B097NRJ12H,VOT35,392610000000
B0889XYHBW,VOT35,630222900000
B00PFQWUF2,VOT35,820750600000
B074PD873C,EI9PW,950669900000
B074PD873C,VOT35,950669900000
B07T9H322Z,VOT35,950730000000
B07RXMGY24,VOT35,910521000000
B0C5SG4ZZL,VOT35,871495000000
B00L1L93O6,VOT35,731815880000
B09CF3TLSD,VOT35,732490000019
B005ESOJBO,VOT35,842139259000
0062979760,VOT35,490199000019
B09F8SDNGY,BVAT9,830140110000
B09F8SDNGY,VOT35,830140110000
B00IAVL8K2,7T7I3,731813000000
B00I9RGFVE,VOT35,630392900012
B01M8I0V5N,ADPXP,852349200000
B00Q72PVUE,VOT35,852349200000
B08PDR3JM4,40EB7,630392900012
B01AUY468M,CJAUP,630392900012
B0BPNWMDV7,6O7J8,392640000019
B0BPNWMDV7,VOT35,392640000019
B07X2V2GNZ,VOT35,848180110000
B07X2V2GNZ,6T7E3,848180110000
B0000BWTK3,VOT35,852349200000
B0006HUQ9M,VOT35,847290809019
B001U3ZY3O,VOT35,900220000000
1847562884,UK80D,490199000019
B0CMRRFHBW,VOT35,848180190009
B0CRSV9PRX,VOT35,630260000019
B09QSQ4SRH,VOT35,950300690000
B07CQFF1X5,VOT35,848180110000
B0BXFVSCQZ,VOT35,848180190009
B0BXFVSCQZ,SL9PB,848180190009
B0015ZZ1H6,VOT35,847290809019
147283660X,027V6,950490800000
B007HVNLLU,VOT35,950730000000
B07W99DJ4N,VOT35,950590000000
B003VNB0UC,VOT35,851890009000
B004UR70Y8,VOT35,901780109029
B0BLR8D6XK,VOT35,950300210000
B0BLR8D6XK,Y07TA,950300210000
B086ZKTDQ4,VOT35,630629000000
B086ZKTDQ4,B183K,630629000000
B001QTWMZ0,VOT35,630790980019
B0DK5XWSCT,VOT35,392640000019
B003TKSTLA,VOT35,950691900000
B0001HKC6E,VOT35,848180190012
B003WSWHLW,VOT35,482050000000
B07B3W976Z,VOT35,392490000019
B07R3LQMZX,XN7FL,392690979018
B07R3LQMZX,VOT35,392690979018
B01HHX63A8,VOT35,630622000000
B01D51VBF8,VOT35,391739008000
B0947NXMML,VOT35,950631000000
B001U3ZVVY,VOT35,900220000000
B07T3CB8QW,VOT35,392640000019
0062878034,VOT35,490199000019
B01MUF4W9M,VOT35,570242000000
B0054C50FO,VOT35,420100000000
B087RSDS9D,VOT35,630210000000
B074PMH221,VOT35,940440900000
B00NWD5GGA,VOT35,950790000000
B0B5YMQDQY,VOT35,630392100000
B082XLRCFB,VOT35,630392900012
B082XLRCFB,24ALS,630392900012
B081GD9LLM,VOT35,851810000000
B00LBHOGEC,VOT35,842489700000
B0DLDJSFCG,VOT35,950669900000
B07TJMJB4G,VOT35,630392900012
B07TJMJB4G,7H7JI,630392900012
B07VLML3HV,VOT35,630312000000
B001UUGWMY,YT7LU,392490000019
B001UUGWMY,VOT35,392490000019
B0CXF7VZH7,VOT35,691310000010
B00006JNMT,LS7O8,482010300000
B07YLFRHNN,VOT35,392490000019
B07SZ2YFVN,VOT35,392640000019
B000MPR2GI,VOT35,392490000019
B00AQBT414,VOT35,920930000000
B0002805SM,VOT35,392690979018
B0733KT85R,VOT35,392490000019
B0733KT85R,L67UR,392490000019
B01EIR6QO4,VOT35,950590000000
B0BMGXPCKN,VOT35,950632000000
B07X57QYRY,VOT35,920994000000
B0000AQNVH,VOT35,482390859900
B001PPDIRG,VOT35,848180110000
B018VTVK2I,VOT35,630392900012
B07T7LH41D,VOT35,846791001000
B08Y931NL9,VOT35,691310000090
B003TWNZ08,VOT35,820551000000
B0B18LD1QJ,VOT35,630392900012
B014UX7F3M,VOT35,950790000000
B08CLWFDHN,VOT35,570242000000
B004RAC8RM,VOT35,420100000000
B007OWOSA0,VOT35,420100000000
B007Q0C3RU,VOT35,920992000000
B0007WPHC2,VOT35,920992000000
B0002CZQ0U,VOT35,920999200000
B08TN2HFTF,VOT35,480262000000
B07KWVDTL2,VOT35,940440900000
B08W8QGVLK,VOT35,482050000000
B0BDQFCPLS,VOT35,950699900000
B08PDLG1QJ,VOT35,950440000000
B0096M083C,VOT35,630612000000
B06XWJ3443,KBS0K,830242000019
B06XWJ3443,VOT35,830242000019
B000XVO7AA,VOT35,848180190009
B00CZCMH1G,VOT35,392640000019
B07G8R4K8X,XV7Q1,848190000019
B07G8R4K8X,VOT35,848190000019
B09ZYL5WZL,VOT35,820559800019
B09ZYL5WZL,B67VI,820559800019
B098V2CC6Z,VOT35,630391000020
000745354X,UK80D,490199000019
B0CJB4CTSJ,VOT35,920994000000
B09HN2WH85,VOT35,491191000000
B0017I0K7C,GX7L6,830241100019
0008387958,B68D1,490199000019
0008516111,UK80D,490199000019
B09N5SP5SW,VOT35,630392900012
B014UX6J8E,VOT35,950790000000
B000LESDC2,VOT35,960340100000
B000KNHU9Q,VOT35,961000000000
B008UR5456,VOT35,392610000000
B07WCNV953,VOT35,820239000000
B000EEHFEQ,VOT35,920994000000
B07VZTQCSL,VOT35,820570000000
B08QSL6FSC,VOT35,950631000000
B09KNTQ6BW,VOT35,950631000000
B07VDYGPT6,VOT35,490890000000
B001QTRZNO,VOT35,950691900000
B0BK2WLGZ4,VOT35,960390990000
B0D2SYKYJR,VOT35,630392900012
B07MDSQVVT,VOT35,950300850000
B003F263QA,VOT35,630790980019
B0000TAZBK,Y07TA,852349200000
B08L4FL36N,Y07TA,852349200000
B00J6P7FHQ,VOT35,920994000000
B085CRYWB7,VOT35,820540000000
1797215698,Q37IC,482010300000
1797215698,VOT35,482010300000
B01NAL8VMO,VOT35,852380900000
B00FQ57HUU,VOT35,830110000019
1477056378,VOT35,482010300000
B0DF7WS9GY,VOT35,392310900000
B0CD9MTZ95,XV7Q1,848180190009
B0CD9MTZ95,VOT35,848180190009
B007O4ICHI,VOT35,920930000000
B01N6NNLKQ,VOT35,950629000000
B074KRNB4J,VOT35,830241100019
B07DN8MWPB,VOT35,392640000019
B0BT3G4SLC,VOT35,950440000000
B000KA6KRW,VOT35,950699900000
B000KA6KRW,7F7DT,950699900000
B000BK7AOS,VOT35,820540000000
B08ZCB1JJP,VOT35,950699900000
B0CND39KKH,VOT35,950300950000
B00CLOG5MK,VOT35,842420000000
B07VC9Z22K,6B7JI,630253900000
B07VC9Z22K,VOT35,630253900000
B00D4OSI5I,2K7W0,392640000019
B00D4OSI5I,VOT35,392640000019
0008182299,VOT35,490199000019
B09ZXK8DDT,VOT35,950300950000
B003Q7GIYG,LD7QG,442199990019
B003Q7GIYG,VOT35,442199990019
B08ZDSXJN5,VOT35,851590809019
B08ZDSXJN5,31AU3,851590809019
B07LBM3NGF,VOT35,650691000000
B003FYO2SY,VOT35,950790000000
B002RFUB0K,VOT35,820551000000
B00X7384JG,VOT35,830250000000
B00144A4RK,VOT35,950720900000
B01MRY5RG8,VOT35,950790000000
B00YV3XOFU,VOT35,570242000000
B005ALHLWE,VOT35,400811000000
B01BSH6SBS,VOT35,401691000000
B00144AII0,VOT35,820559100000
B01LZ65PWN,VOT35,940440900000
B00015YORO,VOT35,482020000000
B08NC79RZS,VOT35,950691900000
B0CRDKVNWW,VOT35,950691900000
B0C8KMCNMC,VOT35,950691900000
B07GTKWB95,VOT35,630710300000
B002N1MRE6,VOT35,950661000000
B002XJX364,VOT35,392321000019
B001R6D3WI,VOT35,830250000000
B00PG8IR1K,VOT35,611430000011
B07S85D5L1,VOT35,920994000000
B074NJ21HP,VOT35,940320809000
B074NJ21HP,MR9I6,940320809000
B09SR561GC,XN7CM,481940001900
B09SR561GC,VOT35,481940001900
B01LRF60R8,VOT35,491191000000
B01LRF60R8,YJ808,491191000000
B00NTT5VWQ,VOT35,392690979018
B004UA91FQ,VOT35,920600000000
B00067T8K0,VOT35,392690979018
B0888WW58K,VOT35,741121100000
B07KJJFY9X,VOT35,392690979018
B0CPTFSHKG,VOT35,392690979018
B01HNEXA4I,VOT35,940389000000
B072DW2QYW,VOT35,950699900000
B072DW2QYW,AV74I,950699900000
B07FCY1RZZ,VOT35,848190000019
B0052TUSAG,VOT35,741820000015
B0DX6RZHWR,VOT35,630291000000
B00E3OG42M,VOT35,420292989000
B0CZBYNF2R,HG7OC,842139259000
B0CZBYNF2R,VOT35,842139259000
B08DXRDBTF,VOT35,640299910000
B01LQUOG66,VOT35,392690979018
B07NBCMW5M,VOT35,852349200000
B0BHF5R8YV,VOT35,630392900019
B00H7HSGX2,VOT35,830140110000
B00H7HSGX2,EG84X,830140110000
B06Y44THKL,ADPXP,852349200000
B004Q0C44K,VOT35,392590800000
B08XPPSNRS,VOT35,950440000000
B005F5D24G,VOT35,961519000000
B01M23ZP9M,VOT35,420100000000
B000UNVH5O,VOT35,848180190009
B000UNVH5O,C17Q1,848180190009
B000UGLG02,VOT35,731819000000
B01N3U93Q4,VOT35,630399900029
B0016MJ7TQ,VOT35,852380900000
B0016MJ7TQ,YN8BW,852380900000
B07BC5ZVPH,VOT35,852349200000
B01B6S8ILW,VOT35,820790910000
B0154HAWPQ,VOT35,830250000000
B0154HAWPQ,ZW7G9,830250000000
B01MA27SGE,BQ7GA,442090990000
B01MA27SGE,VOT35,442090990000
B07N8S47HL,VOT35,920994000000
B00K2TWXD6,VOT35,392112000000
B07D1FXSW4,VOT35,401691000000
B000CQ4ANU,1O7NL,400819000000
B00IWMLI68,VOT35,630612000000
B071GZRVCP,VOT35,830630000000
B00L1J2Z1G,VOT35,731819000000
B07KKMS565,VOT35,420100000000
B0C3V4YVPD,VOT35,420292919000
B07W94VGTW,VOT35,950790000000
B0B44HBRH9,VOT35,392490000019
B004LZMTSQ,VOT35,420100000000
B001F0KVGM,ZK7XL,848180190009
B001F0KVGM,VOT35,848180190009
B08B71LT7Z,VOT35,848180190009
B08B71LT7Z,ZK7XL,848180190009
B086WRLHR5,VOT35,630392900012
B071KSC4VY,VOT35,630790980019
B0CQGLFZFF,VOT35,392690979018
B096T4QBXH,VOT35,950790000000
B00PRYQI6E,VOT35,961000000000
B086P7CYJK,VOT35,420100000000
B001UNRHDE,VOT35,420212500000
B01MUDDGPG,VOT35,920994000000
B08Y9B766M,VOT35,441490000000
B094YZG4F8,VOT35,940440900000
B07W5RR94K,VOT35,940440900000
B0B39QM1KD,VOT35,950699900000
B0D3WLDTRH,2K7F5,482010300000
B0D3WLDTRH,VOT35,482010300000
B09QL7XP77,VOT35,950510900000
B06XKWNCRV,VOT35,630800000019
B078SZJG1C,45G04,901910900019
B078SZJG1C,VOT35,901910900019
B00MX67JLM,VOT35,830242000019
B008UF9VXE,VOT35,842482100000
B0DCM88JZG,VOT35,392530000019
B0822ZNRZ3,VOT35,850870000000
B0024LOJKU,VOT35,820420000000
B01NCM3WYW,VOT35,691190000019
B06XP2VSC7,Y27VO,611430000011
B06XP2VSC7,VOT35,611430000011
